icao,iata,name,city,subd,country,elevation,lat,lon,tz,lid
AYQA,KRJ,Karawari Airstrip,,East Sepik,PG,70,-4.596666667,143.5225,Pacific/Port_Moresby,
AYRG,RMN,Rumginae Airport,,Western Province,PG,160,-5.897222222,141.2716667,Pacific/Port_Moresby,
AYRI,KMR,Karimui Airport,Karimui,Chimbu,PG,3640,-6.4921,144.823,Pacific/Port_Moresby,
AYSA,SBE,Suabi Airport,,Western Province,PG,465,-6.104444444,142.2783333,Pacific/Port_Moresby,
AYSE,NIS,Simberi Airport,Simberi Island,New Ireland,PG,10,-2.662222222,151.9977778,Pacific/Port_Moresby,
AYSG,SIL,Sila Airport,Sila Mission,Northern Province,PG,2230,-9.073555556,148.38925,Pacific/Port_Moresby,
AYSJ,SIM,Simbai Airport,Simbai,Western Highlands,PG,5804,-5.278611111,144.5447222,Pacific/Port_Moresby,
AYST,,Sturt Island Airport,,Western Province,PG,40,-8.1525,142.2684444,Pacific/Port_Moresby,
AYSU,SKC,Suki Airport,Suki,Western Province,PG,24,-8.0466,141.7222,Pacific/Port_Moresby,
AYTA,TIZ,Tari Airport,Tari,Southern Highlands,PG,5500,-5.84499979,142.947998,Pacific/Port_Moresby,
AYTB,TBG,Tabubil Airport,Tabubil,Western Province,PG,1570,-5.27861023,141.2259979,Pacific/Port_Moresby,
AYTE,TFM,Telefomin Airport,Telefomin,Western Province,PG,4950,-5.126080464,141.641922,Pacific/Port_Moresby,
AYTI,TPI,Tapini Airport,Tapini,Central Province,PG,3100,-8.356666667,146.9891667,Pacific/Port_Moresby,
AYTJ,TAJ,Tadji Airport,Aitape,Sandaun,PG,33,-3.198191804,142.4309635,Pacific/Port_Moresby,
AYTK,RAB,Tokua Airport,Tokua,East New Britain,PG,32,-4.340459824,152.3800049,Pacific/Port_Moresby,
AYTN,TKW,Tekin Airport,Tekin,Sandaun,PG,5785,-5.243666667,142.1651944,Pacific/Port_Moresby,
AYTU,TFI,Tufi Airport,Tufi,Northern Province,PG,85,-9.075954437,149.3198395,Pacific/Port_Moresby,
AYVN,VAI,Vanimo Airport,,Sandaun,PG,10,-2.697170019,141.302002,Pacific/Port_Moresby,
AYWB,WAO,Wabo Airport,Wabo,Gulf,PG,132,-6.989444444,145.0751111,Pacific/Port_Moresby,
AYWD,WBM,Wapenamanda Airport,,Enga,PG,5889,-5.643300057,143.8950043,Pacific/Port_Moresby,
AYWG,AGL,Wanigela Airport,,Northern Province,PG,53,-9.3375,149.1555556,Pacific/Port_Moresby,
AYWK,WWK,Wewak International Airport,Wewak,East Sepik,PG,19,-3.583830118,143.6690063,Pacific/Port_Moresby,
AYWO,WOA,Wonenara Airport,Wonenara,Eastern Highlands,PG,5028,-6.796861111,145.8919444,Pacific/Port_Moresby,
AYWS,WSU,Wasu Airport,Wasu,Morobe,PG,34,-5.961709449,147.1982253,Pacific/Port_Moresby,
AYWT,WTP,Woitape Airport,Fatima Mission,Central Province,PG,5200,-8.545833333,147.2525,Pacific/Port_Moresby,
AYWU,WUG,Wau Airport,Wau,Morobe,PG,3600,-7.345555556,146.7186111,Pacific/Port_Moresby,
AZ01,,Outback Ranch Airstrip,Wenden,Arizona,US,1980,33.84777778,-113.5702778,America/Phoenix,AZ01
AZ03,,Cliff Dwellers Airport,Marble Canyon,Arizona,US,4217,36.73443083,-111.7526639,America/Phoenix,AZ03
AZ04,,Sawtooth Airport,Eloy,Arizona,US,1550,32.66084722,-111.6815306,America/Phoenix,AZ04
AZ05,,Lakeside Airpark,Gila Bend,Arizona,US,780,33.1125,-112.6616667,America/Phoenix,AZ05
AZ06,,Dusty Wings Field,Wellton,Arizona,US,289,32.78633611,-113.9386,America/Phoenix,AZ06
AZ09,,Big Chino Airstrip,Paulden,Arizona,US,4410,35.02784425,-112.6744578,America/Phoenix,AZ09
AZ13,,Schu Ranch Airport,Maricopa,Arizona,US,1410,33.01699222,-112.28126,America/Phoenix,AZ13
AZ14,,Ammon Airport,Willcox,Arizona,US,4520,32.02472222,-109.9597222,America/Phoenix,AZ14
AZ17,,Circle H Ranch Airport,Douglas,Arizona,US,4680,31.50222222,-109.3911111,America/Phoenix,AZ17
AZ21,,Four Pillars Airport,Huachuca City/Tombstone,Arizona,US,4100,31.74583333,-110.2477778,America/Phoenix,AZ21
AZ25,,Tri-Rotor Ag Services Airport,Somerton,Arizona,US,126,32.55705,-114.6789472,America/Phoenix,AZ25
AZ26,,Evelyn Field,Palominas,Arizona,US,4242,31.36916667,-110.125,America/Phoenix,AZ26
AZ27,,Big Springs Ranch Airport,Prescott,Arizona,US,4421,34.91001917,-112.5340619,America/Phoenix,AZ27
AZ28,,Thunder Ridge Airpark,Morristown,Arizona,US,1915,33.82150278,-112.5731167,America/Phoenix,AZ28
AZ31,,Serene Field,Maricopa,Arizona,US,1456,32.996715,-112.2723706,America/Phoenix,AZ31
AZ32,,Roesner Ranch Airport,Morristown,Arizona,US,2060,33.84753278,-112.5879508,America/Phoenix,AZ32
AZ34,,Massey Farm Airport,Yucca,Arizona,US,1630,34.69142778,-114.0977389,America/Phoenix,AZ34
AZ40,,Sheepy Hollow Ranch Airport,Salome,Arizona,US,1930,33.78741667,-113.6424167,America/Phoenix,AZ40
AZ45,,China Peak Observatory Airport,Klondyke,Arizona,US,4800,32.72923472,-110.2964753,America/Phoenix,AZ45
AZ46,,Morgan Ranch Airstrip,Prescott,Arizona,US,5025,34.76641111,-112.5490608,America/Phoenix,AZ46
AZ49,,Aileron Orchards Airport,Dolan Springs,Arizona,US,2872,35.78886667,-114.1320972,America/Phoenix,AZ49
AZ50,,Triangle Airpark,White Hills,Arizona,US,2460,35.71638889,-114.48,America/Phoenix,AZ50
AZ57,,Pilots Rest Airport,Paulden,Arizona,US,4482,34.93083333,-112.5125,America/Phoenix,AZ57
AZ60,,Curry Ridge Airport,Wellton,Arizona,US,329,32.72343308,-113.9383051,America/Phoenix,AZ60
AZ61,,G M Ranch Airport,Stanfield,Arizona,US,1616,32.90171611,-112.2379225,America/Phoenix,AZ61
AZ63,,Twin Hawks Airpark,Redrock,Arizona,US,2290,32.52777778,-111.1958333,America/Phoenix,AZ63
AZ64,,Rio Vista Hills Airport,Wickenburg,Arizona,US,2225,33.95225278,-112.686565,America/Phoenix,AZ64
AZ66,,Double Circle Ranch Airport,Clifton,Arizona,US,4863,33.34054722,-109.4944653,America/Phoenix,AZ66
AZ71,,Big Sandy Airport,Kingman,Arizona,US,2922,34.87075694,-113.5866431,America/Phoenix,AZ71
AZ72,,Northstar Airport,Crown King,Arizona,US,7190,34.24105556,-112.3627778,America/Phoenix,AZ72
AZ78,,Arizona Bay Airport,Maricopa,Arizona,US,1420,33.01111111,-112.2816667,America/Phoenix,AZ78
AZ82,,Mogollon Airpark,Overgaard,Arizona,US,6657,34.39726028,-110.5298458,America/Phoenix,AZ82
AZ85,,Tonopah Airport,Tonopah,Arizona,US,1248,33.53392694,-112.9601808,America/Phoenix,AZ85
AZ88,,Eloy Farms Airstrip,Eloy,Arizona,US,1555,32.68950278,-111.5493194,America/Phoenix,AZ88
AZ90,,Hangar Haciendas Airport,Laveen,Arizona,US,1225,33.35337861,-112.1273714,America/Phoenix,AZ90
AZ97,,X Bar 1 Ranch (Lower) Airport,Kingman,Arizona,US,3710,35.34832917,-113.6888303,America/Phoenix,AZ97
BGAA,JEG,Aasiaat Airport,Aasiaat,Qaasuitsup,GL,74,68.72180176,-52.78469849,America/Nuuk,
BGBW,UAK,Narsarsuaq Airport,Narsarsuaq,Kujalleq,GL,112,61.16049957,-45.42599869,America/Nuuk,
BGCO,CNP,Neerlerit Inaat Airport,Neerlerit Inaat,Sermersooq,GL,45,70.74310303,-22.65049934,America/Scoresbysund,
BGDH,,Danmarkshavn Landing Strip,Danmarkshavn,,GL,0,76.76667023,-18.66666794,America/Danmarkshavn,
BGGH,GOH,Godthaab / Nuuk Airport,Nuuk,,GL,283,64.19090271,-51.67810059,America/Nuuk,
BGJN,JAV,Ilulissat Airport,Ilulissat,,GL,95,69.24320221,-51.05709839,America/Nuuk,
BGKK,KUS,Kulusuk Airport,Kulusuk,Sermersooq,GL,117,65.57360077,-37.12360001,America/Nuuk,
BGMI,,Station Nord Landing Strip,,,GL,35,81.6,-16.66666667,America/Nuuk,
BGMQ,JSU,Maniitsoq Airport,Maniitsoq,,GL,91,65.41249847,-52.93939972,America/Nuuk,
BGMV,,Mestersvig Airport,Mestersvig,,GL,52,72.23690033,-23.93190002,America/Scoresbysund,
BGPT,JFR,Paamiut Airport,Paamiut,,GL,120,62.01473618,-49.67093658,America/Nuuk,
BGQQ,NAQ,Qaanaaq Airport,Qaanaaq,,GL,51,77.48860168,-69.38870239,America/Thule,
BGSF,SFJ,Kangerlussuaq Airport,Kangerlussuaq,Qeqqata,GL,165,67.0122219,-50.71160316,America/Nuuk,
BGSS,JHS,Sisimiut Airport,Sisimiut,,GL,33,66.95130157,-53.72930145,America/Nuuk,
BGTL,THU,Thule Air Base,Thule,Qaasuitsup,GL,251,76.53119659,-68.70320129,America/Thule,
BGUK,JUV,Upernavik Airport,Upernavik,,GL,414,72.79019928,-56.13059998,America/Nuuk,
BGUQ,JQA,Qaarsut Airport,Uummannaq,,GL,289,70.73419952,-52.69620132,America/Nuuk,
BIAE,,Arngerdareyri Airport,Arngerdareyri,Westfjords,IS,20,65.90470123,-22.36330032,Atlantic/Reykjavik,
BIAL,,Alftaver Airport,Alftaver,South,IS,160,63.54000092,-18.44939995,Atlantic/Reykjavik,
BIAR,AEY,Akureyri Airport,Akureyri,Northeast,IS,6,65.66000366,-18.0727005,Atlantic/Reykjavik,
BIBA,,Bakki Airport,Bakki,South,IS,45,63.55609894,-20.13750076,Atlantic/Reykjavik,
BIBD,BIU,Bildudalur Airport,Bildudalur,Westfjords,IS,18,65.64129639,-23.5461998,Atlantic/Reykjavik,
BIBF,BGJ,Borgarfjordur eystri Airport,Borgarfjordur eystri,East,IS,80,65.5164032,-13.80500031,Atlantic/Reykjavik,
BIBI,,Baeir Airport,Baeir,Westfjords,IS,60,66.09999847,-22.56699944,Atlantic/Reykjavik,
BIBK,BJD,Bakkafjordur Airport,Bakkafjordur,Northeast,IS,14,66.02189636,-14.82439995,Atlantic/Reykjavik,
BIBL,BLO,Hjaltabakki Airport,Blonduos,Northwest,IS,131,65.64499664,-20.28750038,Atlantic/Reykjavik,
BIBR,,Budardalur Airport,Budardalur,West,IS,131,65.07530212,-21.8003006,Atlantic/Reykjavik,
BIBV,BXV,Breiddalsvik Airport,Breiddalsvik,East,IS,8,64.79000092,-14.02280045,Atlantic/Reykjavik,
BIDA,,Dagverdara Airport,Dagverdara,West,IS,130,64.74500275,-23.72719955,Atlantic/Reykjavik,
BIDV,DJU,Djupivogur Airport,Djupivogur,East,IS,9,64.64420319,-14.28279972,Atlantic/Reykjavik,
BIEG,EGS,Egilsstadir Airport,Egilsstadir,East,IS,76,65.28330231,-14.40139961,Atlantic/Reykjavik,
BIEH,,Einholtsmelar Airport,Einholtsmelar,South,IS,361,64.25,-20.29999924,Atlantic/Reykjavik,
BIFF,FAS,Faskrudsfjordur Airport,Faskrudsfjordur,East,IS,15,64.93170166,-14.06060028,Atlantic/Reykjavik,
BIFL,,Fludir Airport,Fludir,South,IS,270,64.14279938,-20.3260994,Atlantic/Reykjavik,
BIFM,FAG,Fagurholsmyri Airport,Fagurholsmyri,East,IS,56,63.87469864,-16.64109993,Atlantic/Reykjavik,
BIFZ,,Forsaeti Airport,Forsaeti,South,IS,32,63.84999847,-20.71699905,Atlantic/Reykjavik,
BIGE,,Geysir Airport,Geysir,South,IS,350,64.31079865,-20.27059937,Atlantic/Reykjavik,
BIGF,GUU,Grundarfjordur Airport,Grundarfjordur,West,IS,17,64.99140167,-23.22470093,Atlantic/Reykjavik,
BIGH,,Gunnarsholt Airport,Gunnarsholt,South,IS,200,63.85329819,-20.26280022,Atlantic/Reykjavik,
BIGJ,GJR,Gjogur Airport,Gjogur,Westfjords,IS,83,65.99530029,-21.32690048,Atlantic/Reykjavik,
BIGR,GRY,Grimsey Airport,Grimsey,Northeast,IS,66,66.5458,-18.0173,Atlantic/Reykjavik,
BIGS,,Grimsstadir Airport,Grimsstadir,Northeast,IS,1279,65.63249969,-16.14830017,Atlantic/Reykjavik,
BIHE,,Herdubreidarlindir Airport,Herdubreidarlindir,Northeast,IS,1500,65.18859863,-16.19470024,Atlantic/Reykjavik,
BIHI,,Hveravellir Airport,Hveravellir,Northwest,IS,2000,64.88610077,-19.49250031,Atlantic/Reykjavik,
BIHK,HVK,Holmavik Airport,Holmavik,Westfjords,IS,90,65.70469666,-21.69639969,Atlantic/Reykjavik,
BIHL,,Hella Airport,Hella,South,IS,66,63.83580017,-20.37750053,Atlantic/Reykjavik,
BIHN,HFN,Hornafjordur Airport,Hornafjordur,East,IS,24,64.29560089,-15.22719955,Atlantic/Reykjavik,
BIHR,,Hvolsvollur Airport,Hvolsvollur,South,IS,109,63.75389862,-20.24419975,Atlantic/Reykjavik,
BIHS,,Hrafnseyri Airport,Hrafnseyri,Westfjords,IS,30,65.75,-23.46699905,Atlantic/Reykjavik,
BIHT,FLI,Holt Airport,Flateyri,Westfjords,IS,10,66.01418043,-23.4416914,Atlantic/Reykjavik,
BIHU,HZK,Husavik Airport,Husavik,Northeast,IS,48,65.95230103,-17.4260006,Atlantic/Reykjavik,
BIHX,,Hrauneyjarfoss Airport,Hrauneyjarfoss,South,IS,1200,64.19999695,-19.2833004,Atlantic/Reykjavik,
BIHY,,Hrisey Airport,Hrisey,Northeast,IS,15,66,-18.39999962,Atlantic/Reykjavik,
BIHZ,,Husafell Airport,Husafell,West,IS,380,64.6996994,-20.88360024,Atlantic/Reykjavik,
BIIS,IFJ,Isafjordur Airport,Isafjordur,Westfjords,IS,8,66.05809784,-23.13529968,Atlantic/Reykjavik,
BIKA,,Kaldarmelar Airport,Kaldarmelar,West,IS,160,64.77890015,-22.25690079,Atlantic/Reykjavik,
BIKE,,Kerlingafjoll Airport,Kerlingafjoll,South,IS,2100,64.70500183,-19.41060066,Atlantic/Reykjavik,
BIKF,KEF,Keflavik International Airport,Reykjavik,Southern Peninsula,IS,171,63.98500061,-22.60560036,Atlantic/Reykjavik,
BIKJ,,Kroksfjard-Arnes Airport,Kroksfjard-arnes,Westfjords,IS,49,65.46700287,-21.95000076,Atlantic/Reykjavik,
BIKL,,Kirkjubaejarklaustur Airport,Kirkjubaejarklaustur,South,IS,66,63.79079819,-18.00139999,Atlantic/Reykjavik,
BIKP,OPA,Kopasker Airport,Kopasker,Northeast,IS,20,66.31079865,-16.4666996,Atlantic/Reykjavik,
BIKR,SAK,Saudarkrokur Airport,Saudarkrokur,Northwest,IS,8,65.73169708,-19.57279968,Atlantic/Reykjavik,
BIMK,,Mulakot Airport,Mulakot,South,IS,272,63.71419907,-19.87919998,Atlantic/Reykjavik,
BIMM,,Melgerdismelar Airport,Melgerdismelar,Northeast,IS,35,65.48329926,-18.16670036,Atlantic/Reykjavik,
BIMN,,Melanes Airport,Melanes,Westfjords,IS,148,65.51699829,-22.39999962,Atlantic/Reykjavik,
BIMS,,Tungubakkar Airport,Tungubakkar,Capital Region,IS,5,64.18109894,-21.70779991,Atlantic/Reykjavik,
BIND,,Nyjidalur Airport,Nyjidalur,South,IS,2625,64.72059631,-18.06669998,Atlantic/Reykjavik,
BINF,NOR,Nordfjordur Airport,Nordfjordur,East,IS,13,65.13189697,-13.74639988,Atlantic/Reykjavik,
BIOF,OFJ,Olafsfjordur Airport,Olafsfjordur,Northeast,IS,32,66.08329773,-18.66670036,Atlantic/Reykjavik,
BIPA,PFJ,Patreksfjordur Airport,Patreksfjordur,Westfjords,IS,11,65.55580139,-23.96500015,Atlantic/Reykjavik,
BIRE,RHA,Reykholar Airport,Reykholar,Westfjords,IS,60,65.45262909,-22.20611572,Atlantic/Reykjavik,
BIRF,OLI,Rif Airport,Rif,West,IS,18,64.91139984,-23.82309914,Atlantic/Reykjavik,
BIRG,RFN,Raufarhofn Airport,Raufarhofn,Northeast,IS,39,66.40640259,-15.91829968,Atlantic/Reykjavik,
BIRK,RKV,Reykjavik Airport,Reykjavik,Capital Region,IS,48,64.12999725,-21.94059944,Atlantic/Reykjavik,
BIRL,MVA,Reykjahlid Airport,Myvatn,Northeast,IS,1030,65.65579987,-16.91810036,Atlantic/Reykjavik,
BIRS,,Reykjanes Airport,Reykjanes,Westfjords,IS,10,65.91419983,-22.42140007,Atlantic/Reykjavik,
BISA,,Sanda Airport,Sanda,Northwest,IS,1580,65.13439941,-19.66309929,Atlantic/Reykjavik,
BISF,,Selfoss Airport,Selfoss,South,IS,45,63.92919922,-21.03779984,Atlantic/Reykjavik,
BISG,,Steinasandur Airport,Steinasandur,East,IS,30,64.16699982,-15.89999962,Atlantic/Reykjavik,
BISH,,Stora-Holt Airport,Stora-Holt,West,IS,100,65.40000153,-21.93300056,Atlantic/Reykjavik,
BISI,SIJ,Siglufjordur Airport,Siglufjordur,Northeast,IS,10,66.13330078,-18.91670036,Atlantic/Reykjavik,
BISK,,Skogasandur Airport,Skogasandur,South,IS,130,63.51720047,-19.48920059,Atlantic/Reykjavik,
BISN,,Svinafell Airport,Svinafell,East,IS,60,64.38330078,-15.38329983,Atlantic/Reykjavik,
BISP,,Sprengisandur Airport,Sprengisandur,South,IS,2050,64.65419769,-18.49690056,Atlantic/Reykjavik,
BISR,,Storikroppur Airport,Storikroppur,West,IS,165,64.63439941,-21.48749924,Atlantic/Reykjavik,
BISS,,Sandskeid Airport,Sandskeid,Capital Region,IS,600,64.06079865,-21.5746994,Atlantic/Reykjavik,
BIST,SYK,Stykkisholmur Airport,Stykkisholmur,West,IS,42,65.05809784,-22.7942009,Atlantic/Reykjavik,
BISV,,Skalavatn Airport,Skalavatn,South,IS,2000,64.11579895,-18.7833004,Atlantic/Reykjavik,
BITE,TEY,Tingeyri Airport,Tingeyri,Westfjords,IS,65,65.87030029,-23.55999947,Atlantic/Reykjavik,
BITM,,Torsmork Airport,Torsmork,South,IS,600,63.68999863,-19.56310081,Atlantic/Reykjavik,
BITN,THO,Thorshofn Airport,Thorshofn,Northeast,IS,65,66.21849823,-15.3355999,Atlantic/Reykjavik,
BITO,,Thorisos Airport,Thorisos,South,IS,1840,64.34999847,-18.85000038,Atlantic/Reykjavik,
BIVA,,Vatnsnes Airport,Vatnsnes,South,IS,0,64.03309631,-20.65110016,Atlantic/Reykjavik,
BIVH,,Varmahlid Airport,Varmahlid,Northwest,IS,27,65.5569458,-19.42805672,Atlantic/Reykjavik,
BIVI,,Vik Airport,Vik,South,IS,100,63.42169952,-18.88829994,Atlantic/Reykjavik,
BIVM,VEY,Vestmannaeyjar Airport,Vestmannaeyjar,South,IS,326,63.42430115,-20.27890015,Atlantic/Reykjavik,
BIVO,VPN,Vopnafjordur Airport,Vopnafjordur,East,IS,16,65.72059631,-14.85060024,Atlantic/Reykjavik,
CA03,,Flying M Airport,Planada,California,US,280,37.34994028,-120.2940725,America/Los_Angeles,CA03
CA04,,Flying N Ranch Airport,Cottonwood,California,US,530,40.34626417,-122.3388928,America/Los_Angeles,CA04
CA05,,Machado Dusters Airport,Stratford,California,US,192,36.16022889,-119.8134647,America/Los_Angeles,CA05
CA06,,Bates Field,Alturas,California,US,4400,41.41776389,-120.5692278,America/Los_Angeles,CA06
CA07,,Scheidel Ranch Airport,Pleasant Grove,California,US,28,38.84017667,-121.5616261,America/Los_Angeles,CA07
CA09,,Round Mountain Ranch Airport,Klamath River,California,US,3500,41.886245,-122.8444783,America/Los_Angeles,CA09
CA11,,Bodad Airport,Chilcoot,California,US,5909,39.99721389,-120.2168569,America/Los_Angeles,CA11
CA13,,Reedley College Airport,Reedley,California,US,350,36.606895,-119.4634592,America/Los_Angeles,CA13
CA18,,Sunrise Dusters Airport,Robbins,California,US,24,38.87212083,-121.7099644,America/Los_Angeles,CA18
CA19,,Camanche Skypark Airport,Ione,California,US,520,38.26380528,-120.9232725,America/Los_Angeles,CA19
CA20,,Eagle's Nest Airport,Ione,California,US,220,38.43046639,-121.0149425,America/Los_Angeles,CA20
CA21,,Limberlost Ranch Airport,Rough And Ready,California,US,1650,39.22072667,-121.2149564,America/Los_Angeles,CA21
CA32,,San Joaquin Airport,San Joaquin,California,US,165,36.58328389,-120.2509894,America/Los_Angeles,CA32
CA34,,Ala Doble Airport,Esparto,California,US,250,38.6525,-122.0280556,America/Los_Angeles,CA34
CA35,,San Rafael Airport,San Rafael,California,US,5,38.01686639,-122.5208094,America/Los_Angeles,CA35
CA38,,Totem Pole Ranch Airport,Calpine,California,US,4986,39.65129111,-120.4385442,America/Los_Angeles,CA38
CA39,,Belos Cavalos Airport,Santa Rosa,California,US,450,38.43463306,-122.5635936,America/Los_Angeles,CA39
CA40,,Central Valley Aviation Inc Airport,Selma,California,US,276,36.52133917,-119.6701336,America/Los_Angeles,CA40
CA41,,Quinn Airport,Selma,California,US,310,36.58328361,-119.6398558,America/Los_Angeles,CA41
CA42,,Mc Conville Airstrip,Lake Elsinore,California,US,2600,33.64361111,-117.4291667,America/Los_Angeles,CA42
CA44,,Sequoia Ranch Airport,Springville,California,US,1153,36.14994806,-118.8023158,America/Los_Angeles,CA44
CA49,,Jones Farms Airport,Stratford,California,US,199,36.20411778,-119.8409661,America/Los_Angeles,CA49
CA51,,The Sea Ranch Airport,The Sea Ranch,California,US,360,38.70463417,-123.4325086,America/Los_Angeles,CA51
CA53,,Tews Field,Redding,California,US,740,40.6725,-122.3416667,America/Los_Angeles,CA53
CA60,,Deer Creek Ranch Airport,Vina,California,US,280,39.94988056,-121.9969283,America/Los_Angeles,CA60
CA62,,Mc Millan Airport,Camp Roberts,California,US,920,35.719135,-120.7679525,America/Los_Angeles,CA62
CA66,,Monterey Bay Academy Airport,Watsonville,California,US,70,36.90606389,-121.8430089,America/Los_Angeles,CA66
CA67,,Valley Crop Dusters Inc Airport,Westley,California,US,96,37.54798722,-121.2049369,America/Los_Angeles,CA67
CA70,,Sun Hill Ranch Airport,Helendale,California,US,2984,34.75804056,-117.4967192,America/Los_Angeles,CA70
CA73,,Vanderford Ranch Company Airport,Yuba City,California,US,42,39.09572583,-121.7163572,America/Los_Angeles,CA73
CA74,,Skydive California Airport,Tracy,California,US,35,37.73132639,-121.3355889,America/Los_Angeles,CA74
CA76,,Flying T Ranch Airport,Ramona,California,US,2500,33.07032222,-116.7519669,America/Los_Angeles,CA76
CA88,,San Ardo Field,San Ardo,California,US,441,36.02607611,-120.9076828,America/Los_Angeles,CA88
CA89,,Skylark Airport,Lake Elsinore,California,US,1262,33.63297778,-117.3015722,America/Los_Angeles,CA89
CA90,,Cadiz Airstrip,Cadiz,California,US,780,34.51388889,-115.5194444,America/Los_Angeles,CA90
CA92,,Paradise Skypark Airport,Paradise,California,US,1300,39.71055556,-121.6165,America/Los_Angeles,CA92
CA97,,Christy Airstrip,Santa Barbara,California,US,250,34.01972611,-119.8529067,America/Los_Angeles,CA97
CAA2,,St. Andre-Avellin,St. Andre Avellin,Quebec,CA,550,45.74638889,-75.07583333,America/Toronto,
CAA8,,Invermere Airport,Invermere,British Columbia,CA,2820,50.51670074,-116,America/Edmonton,
CAD4,YZZ,Trail Airport,Trail,British Columbia,CA,1427,49.05559921,-117.6090012,America/Vancouver,
CAD5,,Merritt Airport,Merritt,British Columbia,CA,2080,50.12279892,-120.7470016,America/Vancouver,
CAE4,,Tsacha Lake Airport,Tsacha Lake,British Columbia,CA,3450,53.01670074,-124.8330002,America/Vancouver,
CAF4,,Tsuniah Lake Lodge Airport,Tsuniah Lake Lodge,British Columbia,CA,4000,51.53329849,-124.1669998,America/Vancouver,
CAG2,,Regina / Aerogate,Brora,Saskatchewan,CA,1980,50.59773105,-104.6013129,America/Regina,
CAG3,,Chilko Lake (Tsylos Park Lodge) Airport,Chilko Lake,British Columbia,CA,3850,51.62609863,-124.1419983,America/Vancouver,
CAH3,,Courtenay Airpark,Courtenay,British Columbia,CA,9,49.6794014,-124.9820023,America/Vancouver,
CAH4,,Valemount Airport,Valemount,British Columbia,CA,2615,52.85329819,-119.3339996,America/Vancouver,
CAJ2,,Wiley Airport,Eagle Plains,Yukon,CA,2365,66.4910965,-136.572998,America/Whitehorse,
CAJ3,,Art Sutcliffe Field,Creston,British Columbia,CA,2070,49.03689957,-116.4980011,America/Creston,
CAJ4,YAA,Anahim Lake Airport,Anahim Lake,British Columbia,CA,3635,52.45249939,-125.3030014,America/Vancouver,
CAJ7,,Cayley A J Flying Ranch Airport,Cayley,Alberta,CA,3450,50.45000076,-113.75,America/Edmonton,
CAJ9,,Fort Ware Airport,Fort Ware,British Columbia,CA,2450,57.42720032,-125.6500015,America/Vancouver,
CAK3,,Delta Heritage Air Park,Delta,British Columbia,CA,10,49.07740021,-122.9410019,America/Vancouver,
CAL3,DGF,Douglas Lake Airport,Douglas Lake,British Columbia,CA,2770,50.16546005,-120.1712734,America/Vancouver,
CAL4,JHL,Fort MacKay/Albian Aerodrome,Albian Village,Alberta,CA,1048,57.22389984,-111.4189987,America/Edmonton,
CAM3,DUQ,Duncan Airport,Duncan,British Columbia,CA,300,48.75453362,-123.7097025,America/Vancouver,
CAM4,,Alhambra / Ahlstrom,,Alberta,CA,3212,52.34619404,-114.6675253,America/Edmonton,
CAM5,,Houston Airport,Houston,British Columbia,CA,2150,54.43920098,-126.7788792,America/Vancouver,
CAP3,,Sechelt-Gibsons Airport,Sechelt-Gibsons,British Columbia,CA,250,49.46060181,-123.7190018,America/Vancouver,
CAP6,,Ingenika Airport,Ingenika,British Columbia,CA,2230,56.79059982,-124.8970032,America/Vancouver,
CAQ4,,Springhouse Airpark,Springhouse,British Columbia,CA,3250,51.95560074,-122.1389999,America/Vancouver,
CAQ5,,Nakusp Airport,Nakusp,British Columbia,CA,1689,50.26639938,-117.8130035,America/Vancouver,
CAR2,,Crawford Bay Airport,Crawford Bay,British Columbia,CA,1760,49.66669846,-116.8170013,America/Dawson_Creek,
CAR5,,Arthur (Arthur South),,Ontario,CA,1530,43.78272927,-80.43292522,America/Toronto,
CAS2,,Moose Lake (Lodge) Airport,Moose Lake,British Columbia,CA,3500,53.07329941,-125.4089966,America/Vancouver,
CAS3,,Barkerville Airport,Barkerville,British Columbia,CA,4060,53.08810043,-121.5149994,America/Vancouver,
CAT1,,Atwood / Coghlin Airport,Atwood,Ontario,CA,1215,43.68330002,-81.00440216,America/Toronto,
CAT4,,Qualicum Beach Airport,Qualicum Beach,British Columbia,CA,191,49.33720016,-124.3939972,America/Vancouver,
CAT5,,Port Mcneill Airport,Port Mcneill,British Columbia,CA,225,50.57559967,-127.0289993,America/Vancouver,
CAU3,,Oliver Airport,Oliver,British Columbia,CA,1015,49.1733017,-119.5510025,America/Vancouver,
CAU4,,Vanderhoof Airport,Vanderhoof,British Columbia,CA,2225,54.04610062,-124.012001,America/Vancouver,
CAV3,,One Hundred Mile House Airport,One Hundred Mile House,British Columbia,CA,3055,51.64250183,-121.3069992,America/Vancouver,
CAV4,,Mcbride Airport,Mcbride,British Columbia,CA,2350,53.31499863,-120.1709976,America/Vancouver,
CAV6,,Beausejour/Av-Ranch Airpark,,Manitoba,CA,800,50.041111,-96.585833,America/Winnipeg,
CAV9,,Oak Hammock Air Park,Oak Hammock,Manitoba,CA,755,50.13779831,-97.06140137,America/Winnipeg,
CAW3,,Scum Lake Airport,Scum Lake,British Columbia,CA,3950,51.79999924,-123.5830002,America/Vancouver,
CAX2,,Axe Lake,,Saskatchewan,CA,1758,57.26916504,-109.8475037,America/Regina,
CAX5,,Likely Airport,Likely,British Columbia,CA,3225,52.61669922,-121.5,America/Vancouver,
CAY2,,Gang Ranch Airport,Gang Ranch,British Columbia,CA,2150,51.55170059,-122.3270035,America/Vancouver,
